784.6001 1135.571 0 -0.02359831 -0.9997216
815.2679 1134.93 30.6744785309 -0.01099479 -0.9999396
844.6398 1134.911 60.04637146 -0.002048373 -0.9999979
875.0436 1134.808 90.4504146576 -0.001847863 -0.9999983
905.283 1134.799 120.6897354126 0.004131136 -0.9999915
934.9677 1135.055 150.3755512238 0.05904382 -0.9982554
964.7734 1138.318 180.3593139648 0.1677761 -0.9858252
995.2703 1145.318 211.6493549347 0.3077888 -0.9514547
1025.028 1157.81 243.922914505 0.3825578 -0.9239317
1054.498 1169.842 275.7546062469 0.3815603 -0.9243439
1079.219 1180.179 302.5488643646 0.3191902 -0.9476907
1102.047 1185.857 326.072883606 0.1833147 -0.9830543
1127.149 1189.116 351.3852233887 0.09871602 -0.9951157
1160.17 1191.623 384.5019111633 0.06429368 -0.9979311
1182.123 1192.658 406.4794559479 0.0466392 -0.9989119
1208.36 1193.873 432.7445983887 0.03987533 -0.9992047
1235.623 1194.793 460.0225944519 -0.003609776 -0.9999935
1271.598 1193.644 496.0155487061 -0.03843856 -0.999261
1306.97 1192.049 531.42370224 -0.07725787 -0.9970111
1340.477 1188.307 565.1389579773 -0.1019143 -0.9947932
1369.225 1185.671 594.0080890656 -0.09411526 -0.9955613
1398.31 1182.84 623.2305335999 -0.114346 -0.993441
1430.229 1178.649 655.4233551025 -0.1272429 -0.9918715
1467.004 1174.027 692.4870986938 -0.125325 -0.9921157
1492.771 1170.749 718.4626255035 -0.1135327 -0.9935344
1519.772 1167.997 745.6029567719 -0.08889008 -0.9960414
1546.772 1165.93 772.6822528839 -0.08344746 -0.9965122
1572.312 1163.598 798.3280525208 -0.0766077 -0.9970613
1598.067 1161.989 824.1336421967 -0.0760113 -0.9971071
1625.75 1159.524 851.9264850616 -0.1055453 -0.9944146
1650.008 1156.476 876.375202179 -0.09285724 -0.9956795
1678.284 1154.625 904.7114772797 -0.07567847 -0.9971323
1705.723 1152.247 932.2530136108 -0.08113801 -0.9967029
1732.784 1150.188 959.3925170898 -0.06582308 -0.9978314
1764.228 1148.388 990.8883476257 -0.06089294 -0.9981443
1792.092 1146.57 1018.8114757538 -0.04263735 -0.9990907
1820.696 1145.978 1047.4208717346 0.03766942 -0.9992902
1848.6 1148.7 1075.457742691 0.1151181 -0.9933518
1878.7 1152.7 1105.8223361969 0.1732973 -0.9848697
1906 1158.8 1133.7956066132 0.2394996 -0.9708965
1931.4 1165.7 1160.1161289215 0.3074293 -0.9515709
1958 1175.6 1188.4986801148 0.4260512 -0.904699
1983 1190 1217.3493423462 0.5633372 -0.826227
2004.2 1207.1 1244.5862121582 0.6943331 -0.7196538
2022.489 1228.1 1272.4338970184 0.8111242 -0.5848739
2038.835 1255.133 1304.0246562958 0.8790351 -0.476757
2053.169 1284.666 1336.852262497 0.9165804 -0.3998505
2064.145 1313.15 1367.3781280518 0.9349459 -0.3547901
2076.104 1345.106 1401.4984016419 0.9458216 -0.3246866
2084.781 1373.266 1430.9654960632 0.9578987 -0.2871063
2093.3 1402.477 1461.3927707672 0.9620903 -0.272731
2101.777 1433.22 1493.2835483551 0.9782934 -0.2072245
2106.933 1466.839 1527.2951641083 0.9898572 -0.1420661
2111.222 1499.026 1559.7669849396 0.9881419 -0.1535434
2118.132 1538.908 1600.2426395416 0.9837797 -0.1793809
2126.803 1584.478 1646.6301136017 0.9830657 -0.1832536
2136.1 1635.3 1698.295923233 0.9769246 -0.2135843
2157.7 1725.8 1791.3378696442 0.9773436 -0.2116588
2164.6 1766.9 1833.0130443573 0.9878795 -0.1552228
2170.6 1807.9 1874.4497432709 0.9896013 -0.1438374
2177.1 1852.9 1919.916765213 0.9929643 -0.1184138
2180.2 1888.4 1955.5518474579 0.9943331 -0.1063093
2183.9 1916.5 1983.8943653107 0.9879052 -0.155059
2189.9 1950.2 2018.1242771149 0.9813541 -0.1922085
2196.2 1979.3 2047.8985328674 0.9807571 -0.195232
2202.6 2014 2083.1837768555 0.9832116 -0.1824688
2208.3 2044.5 2114.2118206024 0.978106 -0.2081075
2216.6 2079.8 2150.4745311737 0.9662605 -0.2575668
2225.2 2107.9 2179.8609104157 0.9567135 -0.2910315
2234.7 2139.3 2212.6666927338 0.963896 -0.2662791
2242.3 2169.8 2244.0993423462 0.9739887 -0.2265965
2247.1 2192.6 2267.3991851807 0.9787823 -0.2049031
2253.5 2223.3 2298.7591228485 0.9832389 -0.1823219
2258.3 2253 2328.844461441 0.9839467 -0.1784626
2264.6 2284.5 2360.9682941437 0.9796195 -0.2008624
2270.5 2312.5 2389.5831298828 0.9615891 -0.2744929
2282.09 2345.77 2424.8141441345 0.947088 -0.3209741
2292.8 2378.3 2459.0618629456 0.9500042 -0.3122372
2303.71 2411.55 2494.0559844971 0.9634976 -0.2677169
2311.5 2445.6 2528.9857788086 0.9778725 -0.2092019
2316.3 2470.4 2554.24584198 0.9832523 -0.1822498
2322.41 2504.46 2588.849571228 0.9842378 -0.1768498
2329 2541.08 2626.0579338074 0.9902409 -0.1393661
2331.8 2571.18 2656.2877445221 0.9977358 -0.06725549
2332.1 2587.07 2672.1807136536 1 0
2331.8 2611.5 2696.612487793 1 0
2332.1 2639.7 2724.8140354157 0.9999801 -0.006312702
2332.1 2659.03 2744.1441135407 0.9998295 -0.0184638
2332.9 2683.01 2768.1374282837 0.9998022 -0.01988864
2333.1 2709.3 2794.4282302856 0.999961 -0.008834856
2333.3 2728.3 2813.4292831421 0.9999968 -0.002508871
2333.2 2749.1 2834.2295722961 0.9999975 -0.002233857
2333.4 2773 2858.1303100586 0.9984792 0.05512987
2330.5 2798 2883.2979373932 0.9844533 0.1756466
2324.8 2821.2 2907.187833786 0.9590173 0.2833476
2316.2 2846.4 2933.8148727417 0.9277467 0.3732107
2303.6 2873.9 2964.0639438629 0.8834426 0.4685393
2286.5 2902.4 2997.3004207611 0.8373147 0.5467212
2266.786 2930.281 3031.4472522736 0.7709385 0.6369097
2246.81 2950.443 3059.8293628693 0.6763027 0.7366239
2222 2971.4 3092.3058490753 0.5497622 0.8353212
2190.2 2987.7 3128.0400714874 0.3435533 0.9391332
2155.3 2995.8 3163.8676395416 0.1557412 0.9877979
2121.7 2998.5 3197.5760402679 0.04806948 0.998844
